precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUBĂLARU EUGEN-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CARAGAŢĂ FLORIN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","OANCEA SILVIU-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVEL MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GAE IONEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","TELEHUZ DRAGOŞ-COSTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PEIU GRIGORE-ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","COSTEA ADRIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",36,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:58",974,966,0,8,0,367,359,0,8,0,352,15,1050,683,4,0,23,255,2,43,24,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP D",38,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:33:56",850,844,0,6,0,381,375,0,6,0,360,21,950,569,12,6,35,228,7,45,24,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALA MILOŞEŞTI",174,MILOŞEŞTI,94045,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:08:54",1348,1277,0,0,71,862,791,0,0,71,822,40,1420,558,25,7,38,651,1,59,37,4
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",179,MOVILIŢA,104270,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:14:39",1152,1125,4,19,4,803,779,1,19,4,768,35,1250,447,50,1,172,363,8,159,15,0
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",180,MOVILIŢA,104270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:30",823,809,1,12,1,557,544,0,12,1,550,7,890,333,28,2,105,260,4,137,13,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",4,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:14:03",900,891,1,8,0,381,373,0,8,0,364,13,1007,630,34,21,31,155,12,94,5,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",3,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:29:42",1071,1056,0,10,5,421,406,0,10,5,407,14,1200,779,26,17,45,190,14,106,6,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",32,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:05:35",1049,1043,0,6,0,509,503,0,6,0,478,23,1091,582,15,21,51,229,12,137,8,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",33,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:54",996,988,1,7,0,468,461,0,7,0,449,19,967,499,18,26,54,191,12,130,14,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:29:39",1053,1030,4,13,6,633,610,4,13,6,619,14,1140,507,33,6,62,420,7,70,13,8
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:35",755,722,0,24,9,512,479,0,24,9,500,12,806,294,83,3,163,224,1,10,14,2
23,IALOMIŢA,"SCOALA GIMNAZIALA RADULESTI",191,RĂDULEŞTI,101243,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:56",778,660,0,94,24,574,456,0,94,24,551,23,748,174,11,1,18,434,4,61,20,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ”",40,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:30",945,935,0,10,0,328,318,0,10,0,308,20,1050,722,8,4,27,180,5,36,46,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",41,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:28",809,793,0,16,0,320,304,0,16,0,313,7,900,580,15,3,35,194,12,32,19,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",42,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:40:36",962,956,0,6,0,401,395,0,6,0,326,75,1050,649,6,0,47,165,1,78,24,5
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”ROMAN IALOMIȚEANUL”",99,AXINTELE,100923,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:17:09",504,498,0,5,1,339,333,0,5,1,315,24,550,211,12,0,23,231,3,34,12,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:17:09",1214,1199,0,5,10,596,581,0,5,10,583,13,1300,704,20,1,63,440,4,17,36,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:36",1015,1000,1,5,9,569,555,0,5,9,543,26,1100,531,10,1,86,410,6,16,14,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",19,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:22",1465,1454,3,8,0,677,669,0,8,0,648,29,1592,915,53,31,38,289,17,193,15,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ „SF. ANDREI”",20,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:35",1324,1312,0,12,0,632,620,0,12,0,611,21,1446,814,49,31,34,259,14,203,15,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:42:18",1461,1444,0,11,6,562,545,0,11,6,553,9,1603,1041,81,3,70,280,36,71,6,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:12:40",1560,1552,1,5,2,494,487,0,5,2,473,21,1700,1206,48,4,79,281,12,37,11,1
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:38",1302,1284,3,15,0,713,698,0,15,0,674,39,1400,687,199,6,80,265,50,40,30,4
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:02",1231,1221,0,8,2,662,652,0,8,2,626,36,1350,688,143,2,77,266,50,51,33,4
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:28:31",1141,1131,0,10,0,606,596,0,10,0,589,17,1257,651,121,3,70,238,65,57,29,6
23,IALOMIŢA,"ŞCOALA NR.1 JILAVELE",164,JILAVELE,103960,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:47",1114,1088,1,6,19,682,656,1,6,19,651,31,1219,537,12,3,56,156,2,403,14,5
23,IALOMIŢA,"ŞCOALA NR.2 JILAVELE",165,JILAVELE,103960,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:21:23",1183,1150,1,13,19,738,706,0,13,19,695,43,1280,542,13,6,65,360,9,209,31,2
23,IALOMIŢA,"ŞCOALA ORBOEŞTI",96,ANDRĂŞEŞTI,92872,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:10:54",265,244,1,7,13,178,158,0,7,13,169,7,309,133,2,3,28,51,3,77,2,3
23,IALOMIŢA,"ŞCOALA PRIMARĂ",199,SĂLCIOARA,94330,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:03:24",811,746,0,18,47,636,571,0,18,47,599,26,896,271,1,1,80,206,3,299,7,2
23,IALOMIŢA,"ŞCOALA PRIMARĂ CONDEEŞTI",111,BĂRCĂNEŞTI,101056,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:28",1388,1369,0,13,6,841,822,0,13,6,802,39,1519,678,53,0,30,383,0,310,24,2
23,IALOMIŢA,"ȘCOALA PRIMARĂ HORIA",101,AXINTELE,100923,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:10:55",452,449,0,3,0,270,267,0,3,0,254,16,497,227,15,1,111,103,0,24,0,0
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:38:57",686,667,1,9,9,401,382,1,9,9,391,10,740,339,5,4,33,224,2,94,22,7
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:24:05",928,917,1,7,3,530,519,1,7,3,504,26,1016,486,27,10,42,250,4,140,26,5
23,IALOMIŢA,"SCOALA PRIMARA SARATENI",200,SĂRĂŢENI,180019,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:51:22",927,873,2,39,13,505,452,1,39,13,457,48,950,445,15,6,30,99,6,283,16,2
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:49",913,870,2,8,33,581,540,0,8,33,560,21,1000,419,114,13,31,84,0,309,6,3
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:38",906,851,0,7,48,549,494,0,7,48,524,25,1000,451,86,9,29,86,5,275,32,2
23,IALOMIŢA,"ŞCOALA REVIGA",193,REVIGA,94269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:12",1018,1005,0,6,7,549,536,0,6,7,512,37,1100,551,10,3,27,317,0,139,13,3
23,IALOMIŢA,"ŞCOALA ROVINE",195,REVIGA,94269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:25",711,694,0,12,5,393,376,0,12,5,373,20,786,393,3,3,12,243,5,95,12,0
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:18",1267,1225,1,9,32,869,827,1,9,32,841,28,1363,494,6,0,28,301,5,498,3,0
23,IALOMIŢA,"SEDIU CONSILIUL LOCAL",77,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:30",1317,1266,1,30,20,875,825,0,30,20,843,32,1400,525,59,8,39,532,4,181,19,1
23,IALOMIŢA,"SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR”,",12,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:37:01",887,881,1,5,0,422,417,0,5,0,412,10,1000,578,45,18,34,192,24,90,5,4
