precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMONIS ALFRED-ROBERT-ALIANȚA ELECTORALĂ PSD PNL-voturi","IACOB ADRIAN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MAYER MARIAN-PARTIDUL ROMÂNIA MARE-voturi","SIMUŢ GLAD-PARTIDUL S.O.S. ROMÂNIA-voturi","NICA ALIN-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BALAŞ NELU-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","SZIME OVIDIU-DANIEL-PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",93,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:06",1460,1449,3,8,0,647,639,0,8,0,625,22,1500,853,174,70,11,22,317,25,6
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",94,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:48",1677,1645,9,14,9,725,702,0,14,9,699,26,1700,975,212,58,12,25,361,19,12
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",95,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:20",1556,1530,7,19,0,621,602,0,19,0,608,13,1600,979,203,66,11,18,280,18,12
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",96,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:50",1317,1308,0,9,0,506,497,0,9,0,494,12,1400,894,145,45,6,19,256,15,8
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:26",1114,1109,2,3,0,469,466,0,3,0,453,16,1200,731,168,40,8,23,203,3,8
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:34:39",1316,1314,0,2,0,393,391,0,2,0,376,17,1400,1007,131,49,3,37,144,9,3
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:49",1199,1178,10,11,0,549,537,1,11,0,532,17,1200,651,184,32,14,9,275,9,9
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:07",1547,1494,46,7,0,745,738,0,7,0,734,11,1600,855,192,56,7,28,403,26,22
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:17",1563,1541,10,12,0,719,706,1,12,0,692,27,1600,881,235,36,7,18,367,16,13
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:39",1445,1434,4,7,0,587,580,0,7,0,568,19,1500,913,182,38,7,19,307,10,5
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:14",1593,1582,7,4,0,788,784,0,4,0,757,31,1600,812,240,62,9,31,394,13,8
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:26",1429,1410,9,10,0,574,563,1,10,0,557,17,1500,926,179,51,10,27,271,11,8
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:20",952,943,0,9,0,381,372,0,9,0,373,8,1000,619,116,36,5,14,189,5,8
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:08",1292,1282,4,6,0,569,563,0,6,0,552,17,1300,731,184,40,11,26,268,15,8
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:01",1132,1126,2,4,0,459,455,0,4,0,448,11,1200,741,160,25,6,17,227,10,3
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:45",1060,1048,2,10,0,441,431,0,10,0,424,17,1100,659,147,43,10,12,194,14,4
37,TIMIŞ,"LICEUL TEORETIC",242,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:09:08",1745,1719,5,7,14,761,737,3,7,14,739,22,1800,1039,419,70,11,26,193,11,9
37,TIMIŞ,"LICEUL TEORETIC ”ALEXANDRU MOCIONI ”CIACOVA",246,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:51",1059,1010,0,26,23,570,521,0,26,23,509,61,1100,530,309,41,7,17,124,5,6
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",432,GIROC,155314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:17:37",1807,1776,12,19,0,816,797,0,19,0,795,21,2000,1184,256,75,12,29,389,11,23
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",430,GIROC,155314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:03",1816,1747,48,21,0,737,716,0,21,0,721,15,2000,1264,210,50,9,21,409,9,13
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",431,GIROC,155314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:53",1889,1858,18,13,0,856,843,0,13,0,844,12,2000,1144,317,45,3,15,439,8,17
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",425,GIROC,155314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:53",1401,1384,5,11,1,780,768,0,11,1,756,24,1500,720,296,65,11,33,313,15,23
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",426,GIROC,155314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:08",1483,1461,7,12,3,845,830,0,12,3,816,29,1600,755,341,72,10,30,313,19,31
37,TIMIŞ,"LICEUL TEORETIC DAVID VONIGA GIROC",427,GIROC,155314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:03",1429,1416,0,11,2,795,782,0,11,2,774,21,1600,805,319,93,12,25,280,17,28
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:46",954,933,7,14,0,390,376,0,14,0,381,9,1000,609,150,21,3,12,188,4,3
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:44",862,839,9,14,0,428,413,1,14,0,414,14,1300,872,134,32,4,12,217,9,6
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:27",920,886,15,19,0,395,375,1,19,0,386,9,900,505,114,33,4,9,217,4,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:58",968,962,0,6,0,433,427,0,6,0,430,3,1000,567,116,22,4,16,262,4,6
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:49",920,857,12,22,29,380,348,2,22,8,370,10,1300,920,107,16,4,19,215,5,4
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:26",907,887,10,10,0,392,381,1,10,0,380,12,1000,608,116,23,3,7,223,5,3
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:39",1345,1331,4,10,0,560,549,1,10,0,534,26,1400,840,177,57,3,13,270,6,8
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:46",849,837,1,11,0,313,302,0,11,0,301,12,900,587,110,37,6,5,136,2,5
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:14",925,901,11,13,0,370,357,0,13,0,342,28,1001,631,105,23,6,7,191,4,6
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:47",1084,1072,1,11,0,456,444,1,11,0,444,12,1100,644,146,29,6,11,238,7,7
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:32",1129,1108,12,9,0,477,467,1,9,0,458,19,1200,723,143,39,2,19,243,7,5
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:52",1023,1014,5,4,0,417,413,0,4,0,406,11,1200,783,141,37,8,19,192,5,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:22",543,510,19,12,2,230,214,2,12,2,219,11,600,370,67,12,2,8,124,2,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:09",851,738,79,15,19,321,284,3,15,19,311,10,800,473,101,28,4,8,160,7,3
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:40",746,680,57,9,0,293,282,2,9,0,287,6,900,607,93,16,3,7,156,4,8
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:42",651,585,57,7,2,236,227,0,7,2,230,6,602,366,57,20,3,9,132,5,4
37,TIMIŞ,"LICEUL TEORETIC PECIU NOU",506,"PECIU NOU",158065,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:02",1441,1432,4,5,0,629,620,4,5,0,604,25,1500,871,316,73,9,32,163,7,4
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:17",1487,1472,3,1,11,624,612,0,1,11,586,38,1600,976,325,82,9,59,102,8,1
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:00",1576,1553,3,5,15,780,760,0,5,15,736,41,1568,791,412,98,9,33,174,4,6
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:38:03",1838,1798,6,22,12,1023,989,0,22,12,974,49,2000,977,470,101,18,68,295,15,7
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:08:57",1591,1551,4,23,13,1023,987,0,23,13,921,102,1700,677,501,136,16,38,209,12,9
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:57:53",1425,1381,28,14,2,650,634,0,14,2,622,28,1400,750,202,57,4,15,323,10,11
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:39",1143,1126,7,10,0,376,366,0,10,0,361,15,1200,824,91,54,4,16,188,3,5
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:19",1244,1188,36,20,0,518,498,0,20,0,507,11,1200,682,160,45,9,22,260,5,6
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:13",1301,1248,37,14,2,569,553,0,14,2,547,22,1300,731,146,44,6,18,313,15,5
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:02:36",1093,1063,0,30,0,561,531,0,30,0,496,65,1300,739,152,31,62,6,229,10,6
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:40",1262,1242,8,11,1,498,486,0,11,1,488,10,1300,802,154,56,6,23,232,13,4
37,TIMIŞ,"PRIMĂRIA BANLOC",302,BANLOC,155591,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:32",1359,1322,5,15,17,750,717,1,15,17,691,59,1600,816,495,63,13,12,96,7,5
37,TIMIŞ,"PRIMARIA BARA",306,BARA,155662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:08",273,153,3,112,5,244,125,2,112,5,236,8,400,154,127,19,0,10,78,0,2
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:09:47",1110,1030,3,12,65,802,725,2,12,63,776,24,1404,602,329,24,8,15,398,1,1
37,TIMIŞ,"PRIMĂRIA BETHAUSEN",323,BETHAUSEN,155840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:54",738,695,0,22,21,497,454,0,22,21,434,63,1000,503,133,52,6,43,165,29,6
37,TIMIŞ,"PRIMĂRIA BRESTOVĂŢ",341,BRESTOVĂŢ,156151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:03",230,201,0,26,3,164,135,0,26,3,154,10,399,235,90,13,5,11,31,2,2
37,TIMIŞ,"PRIMĂRIA COMUNEI BEBA VECHE",315,"BEBA VECHE",155724,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:14",826,805,0,14,7,448,427,0,14,7,430,18,1300,852,293,79,2,13,40,1,2
37,TIMIŞ,"PRIMĂRIA COMUNEI CĂRPINIŞ",346,CĂRPINIŞ,156213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:17",1781,1765,3,8,5,673,660,0,8,5,645,28,2000,1327,304,68,11,28,136,93,5
37,TIMIŞ,"PRIMĂRIA COMUNEI GIULVĂZ",436,GIULVĂZ,157317,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:16:35",1075,1067,3,3,2,526,521,0,3,2,485,41,1400,864,226,64,10,37,140,4,4
37,TIMIŞ,"PRIMARIA COMUNEI LIVEZILE",458,LIVEZILE,159491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:42",898,881,2,7,8,516,499,2,7,8,488,28,1000,484,307,75,9,25,67,4,1
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",561,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:32",961,943,0,3,15,507,489,0,3,15,478,29,1000,493,222,153,4,26,67,2,4
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",562,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:35",868,849,1,1,17,475,456,1,1,17,440,35,1000,525,220,125,5,16,69,1,4
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP A",585,TOMNATIC,159473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:54",1674,1660,3,3,8,677,666,0,3,8,596,81,1700,1023,412,56,6,37,70,14,1
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP B",586,TOMNATIC,159473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:33:04",1390,1373,3,1,13,611,597,0,1,13,566,37,1400,797,365,44,10,60,76,8,3
37,TIMIŞ,"PRIMĂRIA COMUNEI TRAIAN VUIA",595,"TRAIAN VUIA",159071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:00",668,648,1,9,10,383,363,1,9,10,332,31,700,337,188,66,0,37,35,4,2
37,TIMIŞ,"PRIMARIA IECEA MARE",442,"IECEA MARE",159428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:43",1324,1152,2,152,18,827,657,0,152,18,772,55,1479,652,542,63,6,30,109,17,5
37,TIMIŞ,"PRIMARIA JAMU MARE",444,"JAMU MARE",157362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:19",1161,1131,0,17,13,674,644,0,17,13,625,49,1400,726,430,56,8,23,98,5,5
37,TIMIŞ,"PRIMĂRIA MAŞLOC",467,MAŞLOC,157683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:53",859,836,1,7,15,508,486,0,7,15,479,29,900,392,244,104,11,37,69,6,8
37,TIMIŞ,"PRIMARIA ORAS GATAIA",269,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:23",1305,1288,0,12,5,544,527,0,12,5,510,34,1600,1056,306,82,4,19,90,7,2
37,TIMIŞ,"PRIMĂRIA ORAȘULUI CIACOVA",245,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:32:19",1329,1302,2,24,1,723,698,0,24,1,673,50,1600,877,410,54,7,25,164,6,7
37,TIMIŞ,"PRIMĂRIA ORAŞULUI SÂNNICOLAU MARE",293,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:03",1780,1764,7,3,6,896,884,3,3,6,861,35,2000,1104,365,85,21,31,330,22,7
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:23:14",1954,1902,1,32,19,1014,963,0,32,19,950,64,2200,1186,536,98,15,72,197,20,12
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:03:04",1878,1861,3,10,4,987,973,0,10,4,962,25,1900,911,499,103,19,18,295,21,7
37,TIMIŞ,"PRIMĂRIA TOPOLOVĂŢU MARE",587,"TOPOLOVĂŢU MARE",158966,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:03:53",923,897,13,7,6,521,508,0,7,6,487,34,1000,479,153,104,13,39,163,8,7
37,TIMIŞ,"PRIMARIA VĂLCANI",608,VĂLCANI,159482,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:05",1110,1085,0,1,24,528,503,0,1,24,497,31,1201,673,228,127,11,38,84,5,4
37,TIMIŞ,"PRIMĂRIA VECHECOŞTEIU",362,COŞTEIU,156473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:06",1221,1176,2,12,31,766,723,0,12,31,715,51,1300,534,370,60,4,37,239,5,0
37,TIMIŞ,"PRIMĂRIA VECHE CRUCENI",402,FOENI,157004,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:13",490,472,0,13,5,263,245,0,13,5,246,17,500,237,168,19,4,22,26,4,3
37,TIMIŞ,"PRIMĂRIA VOITEG",615,VOITEG,159339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:16",1669,1611,17,24,17,953,904,8,24,17,902,51,1800,847,418,173,10,41,250,1,9
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO) DEMISOL",292,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:45",1539,1521,7,4,7,727,716,0,4,7,685,31,1800,1084,301,60,10,20,278,11,5
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO)ETAJ 1",291,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:55:07",1227,1215,1,5,6,569,558,0,5,6,546,23,1500,931,251,35,6,21,220,10,3
37,TIMIŞ,"SALA DE LUPTE ŞI GIMNASTICĂ ”FRANCISC HORVATH”",233,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:33",1015,1007,3,5,0,362,357,0,5,0,348,14,1100,724,169,43,4,22,93,11,6
37,TIMIŞ,"SALA DE LUPTE ȘI GIMNASTICĂ, „FRANCISC HORVATH”",234,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:21",1132,1126,3,3,0,528,525,0,3,0,507,21,1200,672,250,53,10,34,138,18,4
37,TIMIŞ,"SALA PRIMARIEI NR. 167B, SARAVALE",538,SARAVALE,159455,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:33:50",1287,1255,0,6,26,824,792,0,6,26,723,101,1400,576,432,73,10,39,155,5,9
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",222,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:33:18",1181,1166,4,11,0,481,470,0,11,0,459,22,1200,719,240,41,6,19,134,13,6
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",223,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:42:08",1121,1109,4,8,0,460,452,0,8,0,435,25,1222,762,220,54,4,15,117,16,9
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",221,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:10:49",1338,1325,0,13,0,574,561,0,13,0,551,23,1400,826,249,67,4,28,180,17,6
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",220,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:13:51",723,714,0,6,3,341,332,0,6,3,332,9,1200,859,155,36,9,22,88,18,4
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",236,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:03",1397,1386,5,6,0,629,623,0,6,0,603,26,2300,1671,300,61,13,36,163,23,7
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",237,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:40",1471,1461,3,7,0,590,583,0,7,0,571,19,1500,910,280,59,10,41,143,25,13
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",235,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:45",1531,1524,1,6,0,693,687,0,6,0,509,27,1600,1064,317,0,14,33,135,6,4
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",143,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:58",1597,1590,3,4,0,506,502,0,4,0,492,14,1600,1094,163,63,9,31,215,5,6
