precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"ŞCOALA GENERALA NR. 3 CIOLĂNEŞTII DIN VALE",140,CIOLĂNEŞTI,152528,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:11:09",477,442,0,6,29,283,248,0,6,29,275,8,490,207,150,32,6,11,76
36,TELEORMAN,"ȘCOALA GENERALĂ POENI",246,POENI,153696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 05:42:47",1153,1109,0,33,11,822,778,0,33,11,786,36,1220,398,423,188,17,17,141
36,TELEORMAN,"ȘCOALA GENERALĂ POROSCHIA",251,POROSCHIA,151834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:13",1404,1384,0,20,0,967,947,0,20,0,918,49,1520,553,596,184,34,44,60
36,TELEORMAN,"ȘCOALA GENERALĂ PREAJBA",248,POENI,153696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:23",325,310,0,11,4,263,248,0,11,4,244,19,340,77,66,27,10,6,135
36,TELEORMAN,"ȘCOALA GENERALĂ RĂDOIEȘTI CETATEA",257,RĂDOIEŞTI,153865,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:23:36",288,258,0,13,17,176,146,0,13,17,166,10,300,124,127,6,0,3,30
36,TELEORMAN,"ȘCOALA GENERALĂ VĂTAȘI",249,POENI,153696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:03",435,412,0,16,7,332,309,0,16,7,319,13,450,118,45,43,8,6,217
36,TELEORMAN,"ȘCOALĂ GIMNAZIALĂ",328,VIIŞOARA,154914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:17",655,585,0,30,40,523,453,0,30,40,509,14,690,167,139,29,6,2,333
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",27,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:29",1228,1224,0,4,0,520,516,0,4,0,507,13,1390,870,256,42,32,31,146
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",30,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:57",1319,1311,2,6,0,590,582,2,6,0,577,13,1450,860,278,61,30,48,160
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",28,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:03",1274,1268,0,5,1,472,466,0,5,1,453,19,1460,988,260,57,13,31,92
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",29,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:13:35",1251,1238,2,6,5,558,547,0,6,5,540,18,1420,862,297,48,23,42,130
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",47,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:13:24",1021,1009,0,7,5,449,437,0,7,5,420,29,1110,661,161,43,12,141,63
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",46,"MUNICIPIUL ROŞIORI DE VEDE",151870,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:35:48",1274,1267,0,3,4,393,386,0,3,4,368,25,1420,1027,186,42,13,94,33
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",45,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:21:52",1215,1196,0,2,17,495,476,0,2,17,459,36,1350,855,265,42,12,95,45
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ANTONEŞTI",125,CĂLINEŞTI,152350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:10",256,186,0,44,26,221,151,0,44,26,216,5,230,9,78,4,7,0,127
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BĂBĂIŢA",94,BĂBĂIŢA,152038,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:22",1373,1307,0,5,61,995,929,0,5,61,964,31,1510,515,599,67,16,13,269
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BOGDANA",104,BOGDANA,152127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:34",737,683,0,28,26,737,683,0,28,26,496,39,740,205,268,16,12,10,190
36,TELEORMAN,"SCOALA GIMNAZIALA BRANCENI",116,BRÂNCENI,152252,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:53:37",1093,1026,0,22,45,784,717,0,22,45,752,32,1130,346,543,85,26,23,75
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BUZESCU",123,BUZESCU,152332,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:55",1201,1119,0,29,53,769,691,0,29,49,746,23,1230,461,475,26,11,6,228
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CĂLINEȘTI",124,CĂLINEŞTI,152350,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:52:58",1181,1079,0,79,23,913,811,0,79,23,896,17,1200,287,301,8,4,3,580
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂŢUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",128,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:22",478,427,0,19,32,338,287,0,19,32,321,17,500,162,273,21,9,4,14
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂȚUIU ( FOST LOCAL AL ȘCOLII CU CLASELE I-IV )",129,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:39",215,201,0,6,8,159,145,0,6,8,154,5,230,71,103,32,2,5,12
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂȚUIU ( FOST LOCAL AL ȘCOLII NICOLAE BĂLCESCU )",131,CĂLMĂŢUIU,152412,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:03:42",465,420,0,22,23,309,264,0,22,23,299,10,460,151,218,60,4,4,13
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",135,CERVENIA,152500,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:41",1214,1182,4,8,20,740,712,0,8,20,660,80,1330,590,354,227,30,9,40
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",136,CERVENIA,152500,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:44:19",1045,1017,1,10,17,601,574,0,10,17,555,46,1120,519,270,207,14,9,55
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ COMUNA TALPA",299,TALPA,154521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:20",751,568,0,96,87,666,483,0,96,87,635,14,720,71,190,6,28,9,402
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ COPĂCEANCA",126,CĂLINEŞTI,152350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:25",750,671,0,53,26,550,471,0,53,26,527,23,730,180,223,9,8,9,278
36,TELEORMAN,"SCOALA GIMNAZIALĂ CU CLASELE I-VIII MERENII DE JOS",208,MERENI,153295,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:11",1214,1178,0,5,31,778,742,0,5,31,748,30,1290,512,37,56,13,0,642
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII, NR. 2",74,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:29",1611,1584,2,25,0,1112,1087,0,25,0,1048,64,1790,678,420,125,35,80,388
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”DAN BERINDEI”",37,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 03:24:13",1123,1100,1,6,16,474,452,0,6,16,446,28,1210,736,238,41,19,110,38
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂCŞANI",163,DRĂCŞENEI,152797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:59",298,261,0,5,32,224,187,0,5,32,209,15,320,96,171,14,3,3,18
36,TELEORMAN,"ŞCOALA GİMNAZİALĂ DRĂGĂNEŞTİ DE VEDE",165,"DRĂGĂNEŞTI DE VEDE",152868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:54:09",1168,1088,0,34,46,814,734,0,34,46,767,47,1190,376,429,37,14,32,255
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂGĂNEŞTI VLAŞCA",168,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:32",1101,982,1,67,51,564,446,0,67,51,541,23,1080,516,512,15,2,2,10
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ FÂNTÂNELE",171,FÂNTÂNELE,155118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:59",1302,1157,2,93,50,985,842,0,93,50,942,43,1270,285,616,39,12,18,257
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ FURCULEŞTI",177,FURCULEŞTI,152948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:25:54",1387,1293,0,45,49,676,582,0,45,49,616,58,1470,796,396,29,8,17,166
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GALA GALACTION”",41,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:51:34",1030,1025,0,2,3,375,370,0,2,3,369,6,1130,755,179,53,11,92,34
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GALA GALACTION”",42,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:18",1092,1082,0,3,7,327,317,0,3,7,303,24,1200,873,168,30,10,69,26
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ GĂLĂTENI",181,GĂLĂTENI,153026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:02:03",716,658,0,58,0,564,506,0,58,0,542,22,730,166,227,17,8,1,289
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ GRATIA",183,GRATIA,153062,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:26:00",1076,1015,0,34,27,721,660,0,34,27,697,24,1150,429,534,28,17,18,100
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",229,PERETU,153543,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:09:37",930,919,0,8,3,577,566,0,8,3,569,4,1010,433,255,25,24,17,248
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",230,PERETU,153543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:39",1094,1081,0,12,1,664,651,0,12,1,621,43,1200,536,357,56,18,16,174
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”I.GH.DUCA”",317,ŢIGĂNEŞTI,154834,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:47",1441,1402,0,1,38,817,778,0,1,38,787,30,1540,723,644,51,15,15,62
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ION PREOTU”",311,TROIANUL,154790,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:50:34",1244,1178,0,39,27,824,758,0,39,27,745,79,1295,471,441,80,46,113,65
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LICURICIU",127,CĂLINEŞTI,152350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:00",450,349,0,72,29,351,250,0,72,29,338,13,380,29,115,6,4,5,208
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LIȚA",192,LIŢA,151763,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:46:18",1021,984,0,8,29,695,658,0,8,29,657,38,1080,385,464,29,17,23,124
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",198,MAVRODIN,153204,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:20:19",908,872,0,27,9,685,649,0,27,9,653,30,950,267,300,23,12,16,302
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",197,MAVRODIN,153204,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:31",1080,1020,0,23,37,750,690,0,23,37,715,35,1120,370,245,30,8,12,420
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MERIŞANI",95,BĂBĂIŢA,152038,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:38",821,768,0,18,35,627,574,0,18,35,606,21,890,263,385,27,7,1,186
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",21,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:29",994,987,0,5,2,446,439,0,5,2,428,18,1120,674,216,47,10,48,107
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",20,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:49",1286,1266,4,13,3,539,523,0,13,3,517,22,1390,851,265,46,23,41,142
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",67,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:41",1418,1409,0,8,1,640,631,0,8,1,625,15,1550,910,364,61,23,58,119
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",66,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:32",1058,1042,0,9,7,418,402,0,9,7,403,15,1160,742,240,47,13,24,79
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIRON RADU PARASCHIVESCU”",87,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:10",1423,1407,0,13,3,588,572,0,13,3,579,9,1550,962,329,64,17,34,135
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MOŞTENI",211,MOŞTENI,153384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:43",499,449,0,21,29,383,333,0,21,29,375,8,530,147,274,13,7,9,72
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ MOȘTENI",210,MOŞTENI,153384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:16",641,576,0,41,24,494,429,0,41,24,479,15,670,176,368,20,9,9,73
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NANOV",212,NANOV,151816,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:19:30",1729,1652,0,60,17,1137,1060,0,60,17,1106,31,1810,673,460,42,28,17,559
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NĂSTURELU",214,NĂSTURELU,153400,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:42",1183,1166,0,11,6,799,782,0,11,6,735,64,1310,511,448,41,5,4,237
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NENCIULEȘTI",218,NENCIULEŞTI,154996,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:06",659,626,0,15,18,363,330,0,15,18,332,28,690,330,214,20,6,6,86
36,TELEORMAN,"SCOALA GIMNAZIALA NR.1",201,MĂLDĂENI,153277,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:54:22",1122,1076,0,9,37,655,609,0,9,37,627,28,1230,575,405,77,22,20,103
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.1",156,DOBROTEŞTI,152760,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:31:38",1290,1237,0,26,27,726,676,0,26,24,679,47,1360,634,527,50,21,30,51
36,TELEORMAN,"ŞCOALA GIMNAZIALA NR.1 BLEJEŞTI",100,BLEJEŞTI,152083,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:16:00",980,972,0,5,3,599,591,0,5,3,576,23,1070,471,440,56,27,13,40
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLUGĂRU",108,BOTOROAGA,152172,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:14",661,611,1,22,27,463,413,1,22,27,457,6,670,207,239,40,0,0,178
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CIOLĂNEŞTII DIN DEAL",137,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:45",669,636,0,6,27,409,376,0,6,27,384,25,700,291,103,67,8,8,198
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 ISLAZ",186,ISLAZ,151736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:42",665,654,0,8,3,377,366,0,8,3,363,14,780,403,182,22,4,27,128
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 MÎRZĂNEŞTI",204,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:32",546,491,0,31,24,379,324,0,31,24,366,13,540,161,150,14,6,8,188
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 OLTENI",221,OLTENI,153473,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 18:05:55",1500,1444,0,51,5,1107,1051,0,51,5,894,145,1600,561,384,270,43,116,81
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",227,ORBEASCA,153507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:50",1003,949,0,23,31,645,591,0,23,31,621,24,1070,425,335,41,6,60,179
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",228,ORBEASCA,153507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:01",1243,1202,0,20,21,817,776,0,20,21,790,27,1340,523,400,73,30,55,232
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2",72,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:01",1361,1350,0,4,7,453,442,0,4,7,430,23,1490,1037,245,53,24,20,88
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR. 2",158,DOBROTEŞTI,152760,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:45",926,878,0,19,29,545,497,0,19,29,536,9,960,415,424,55,12,17,28
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",91,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:16",1211,1188,3,5,15,650,630,0,5,15,621,29,1310,660,339,78,14,39,151
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",90,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:18:46",1217,1185,2,9,21,679,649,0,9,21,654,25,1300,621,430,57,21,32,114
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 BACIU COMUNA BLEJEŞTI",102,BLEJEŞTI,152083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:15",782,758,0,11,13,505,481,0,11,13,483,22,850,345,360,78,17,10,18
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2, CERNETU",205,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:21:43",1140,1009,0,79,52,934,803,0,79,52,816,39,1103,248,401,29,9,3,374
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2 CIOLĂNEŞTII DIN DEAL",138,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:59",529,494,0,13,22,344,309,0,13,22,319,25,541,197,147,50,11,17,94
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2 COSMEȘTI",145,COSMEŞTI,152582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:02",893,832,0,12,49,712,651,0,12,49,704,8,900,188,612,32,17,9,34
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS ( CORP A)",223,ORBEASCA,153507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:06",889,859,0,6,24,592,562,0,6,24,578,14,970,378,258,49,10,1,260
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS (CORP A)",224,ORBEASCA,153507,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:25",733,695,0,19,19,481,443,0,19,19,466,15,780,299,184,21,9,21,231
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 PERII-BROŞTENI",222,OLTENI,153473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:03",865,836,0,26,3,624,595,0,26,3,564,60,920,296,316,111,18,68,51
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.3",86,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:26:03",1442,1421,0,15,6,637,616,0,15,6,610,27,1560,923,345,66,34,41,124
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",226,ORBEASCA,153507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:23",1014,991,0,10,13,715,692,0,10,13,680,35,1100,385,133,20,20,21,486
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",225,ORBEASCA,153507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:16",835,808,1,12,14,625,599,0,12,14,584,41,905,280,127,25,10,8,414
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.4",58,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:39",1608,1594,4,10,0,568,558,0,10,0,544,24,1760,1192,286,76,39,45,98
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.5",13,"MUNICIPIUL ALEXANDRIA",151790,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:57:59",913,901,3,7,2,429,419,1,7,2,418,11,1000,571,214,33,12,38,121
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",22,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:56",913,903,1,7,2,331,322,0,7,2,317,14,1000,669,174,41,14,16,72
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",23,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:10:21",903,891,0,12,0,338,326,0,12,0,328,10,1020,682,166,40,10,34,78
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",3,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:16",1161,1155,0,5,1,551,545,0,5,1,542,9,1340,789,314,60,21,36,111
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",2,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:53:53",1118,1108,2,8,0,523,515,0,8,0,513,10,1270,747,248,56,28,47,134
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",5,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:27",1103,1087,2,13,1,499,485,0,13,1,483,16,1250,751,275,37,14,40,117
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",4,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:51:54",1293,1285,3,3,2,553,548,0,3,2,541,12,1410,857,272,37,27,26,179
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 1 LUNCA",194,LUNCA,153151,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:07:46",864,809,0,10,45,591,536,0,10,45,569,22,890,299,343,173,7,14,32
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 2 PRUNDU",196,LUNCA,153151,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:29:17",1253,1248,0,5,0,541,536,0,5,0,520,21,1370,829,390,112,7,5,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ PIATRA",234,PIATRA,153561,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:15:33",868,825,0,34,9,641,598,0,34,9,614,27,920,279,341,123,21,8,121
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOPII SLĂVITEŞTI",239,PLOPII-SLĂVITEŞTI,153623,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:35:46",558,482,0,53,23,450,374,0,53,23,429,20,550,100,99,92,3,15,220
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOSCA",244,PLOSCA,153605,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 21:22:55",756,744,0,7,5,467,455,0,7,5,434,32,821,354,189,34,9,12,190
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ POROSCHIA",250,POROSCHIA,151834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:03",1410,1386,3,21,0,920,898,1,21,0,859,61,1550,630,549,183,26,32,69
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PURANII DE SUS",253,PURANI,155136,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:31:00",1202,1092,0,60,50,858,748,0,60,50,821,31,1200,340,105,41,35,8,632
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ RĂDOIEȘTI",258,RĂDOIEŞTI,153865,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:32",755,711,0,12,32,468,424,0,12,32,457,11,820,352,349,25,7,13,63
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SĂCENI",265,SĂCENI,153972,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:06",555,515,0,34,6,400,360,0,34,6,366,34,570,170,207,36,5,16,102
